Return,Final_Value
0.5305443386945758,1584.113390548886
0.17693754722499214,1218.1303613778668
0.39673786578946946,1445.623691092101
-0.016445946834004015,1017.9784450268058
0.298720088630241,1344.1752917322995
0.792922923676639,1855.6752260053213
1.2436857226859115,2322.2147229799184
0.04127464518645215,1077.719257767978
1.6848505821448236,2778.8203525198924
0.7175918599248805,1777.7075750222514
0.1711087972639478,1212.097605168186
0.2789494931343859,1323.7127253940894
0.24894741951496974,1292.6605791979937
0.6798418735821685,1738.6363391575444
0.9915089822948198,2061.2117966751384
0.46342563537988224,1514.645532618178
0.0053129350175969954,1040.498887743213
1.8728627672631049,2973.4129641173135
0.3351632979777432,1381.8940134069642
0.5484965969610102,1602.6939778546455
0.6840202995650547,1742.9610100498317
0.9317929760825895,1999.40573024548
-0.25236607814310397,773.8011091218874
0.38345993420854746,1431.8810319058466
0.5563172061535027,1610.7883083688753
0.7959668818518099,1858.8257227166232
0.9210913052639212,1988.3295009481585
-0.18038918801472217,848.2971904047625
0.6149764830311149,1671.5006599372039
0.9479665694327929,2016.1453993629407
0.22437976857993286,1267.2330604802305
-0.012514282732108285,1022.0477173722679
0.626447673871423,1683.3733424569227
0.5793102295374902,1634.5860875713024
0.09842092399090811,1136.86565633059
0.47744336635007595,1529.1538841723286
-0.0018337750086366345,1033.102042866061
0.6049221336450097,1661.094408322585
0.6818487954943157,1740.7135033366167
0.6503217185798212,1708.082978730115
0.5290907274852967,1582.608902947282
-0.1365907023433489,893.6286230746339
-0.19332793713380383,834.905585066513
0.19101929020315334,1232.7049653602637
0.6003310207848986,1656.3426065123701
0.409228800043967,1458.5518080455058
0.45712881615643486,1508.12832472191
0.29418545854387906,1339.4819495929148
1.3586520003530553,2441.204820365412
-0.040790066147926685,992.7822815368959
0.14840935856064671,1188.6036861102693
0.32071063023350393,1366.9355022916766
0.13663923530529146,1176.4216085409766
0.46425929190703696,1515.5083671237833
1.2594453779994104,2338.5259662293897
1.4588471306732154,2544.906780246778
0.2739033834348298,1318.4900018550488
0.29191375328822144,1337.1307346533092
0.6700073138365668,1728.4575698208466
0.4091791400678242,1458.500409970198
-0.11212398920676236,918.951671171001
-0.227490209494607,799.5476331730817
-0.15955404247763497,869.8615660356478
0.5627285818046824,1617.4240821678463
0.34464331185333724,1391.705827768204
1.114253573139937,2188.252448199835
-0.4875159565741449,530.42098494576
0.3142207322308137,1360.2184578588922
0.09202397485784439,1130.244813977869
-0.06997432062032637,962.5765781579622
0.017870011115040753,1053.4954615040672
-0.09701688306580607,934.5875260268907
-0.2179092935689901,809.4638811560952
0.14905859447215197,1189.2756452786773
1.5073084746919243,2595.0642713061416
-0.34805707301575306,674.7609294286956
0.444392518185159,1494.9462563216396
0.10979149641961232,1148.6341987942988
-0.17468426775794973,854.201782870522
-0.25711722128832515,768.8836759665835
0.18049442998505477,1221.8117350345317
0.6205529368837571,1677.2722896746886
0.6589794279478022,1717.0437079259752
0.5080097663020368,1560.790108122608
0.011141086157260432,1046.5310241727645
0.7549459115677843,1816.3690184726568
0.8183234641257973,1881.9647853702002
0.6164657060751944,1673.0420057878262
0.4509473056474793,1501.730461345141
0.48505050633369284,1537.0272740553721
0.2336587129577416,1276.8367679112625
1.3012793681768993,2381.8241460630907
0.6191075780184265,1675.7763432490715
0.048003614924775305,1084.6837414471424
0.8500003186579772,1914.7503298110064
0.41926082940945597,1468.934958438787
1.3465895583467706,2428.7201928889076
-0.21877223469825208,808.5707370873091
-0.09169729905224143,940.0932954809301
0.5397425506373938,1593.6335399097027
0.7732401543465042,1835.3035597486319
0.9675993485260013,2036.4653257244113
0.06064027837414013,1097.762688117235
2.3502630498014376,3467.522256544488
0.11161883977411881,1150.525499166213
1.055725702034809,2127.6761016060273
-0.20248700942988893,825.425945240065
0.7350385377339473,1795.7648865546355
0.13882549518784051,1178.684387519415
0.09528383233417112,1133.618766465867
0.03630868203878938,1072.579485910147
0.7006555718937703,1760.1785169100522
-0.046995383655079076,986.3597779169932
-0.02035021081766794,1013.9375318037137
0.3255217174802578,1371.9149775920669
0.5722096290696381,1627.2369660870754
0.38257691782294273,1430.9671099467457
-0.046096014528562365,987.290624962938
0.3448686959473375,1391.9391003054943
-0.2748319990360566,750.5488809976814
0.5610429386996684,1615.6794415541567
0.5076807161871579,1560.4495412537085
0.08388586843738847,1121.821873832697
0.7445695173152107,1805.629450421243
0.7120236945694502,1771.944523879381
0.14380765607390858,1183.8409240364954
0.6251970038101421,1682.078898943497
0.047780915040610585,1084.453247067032
0.19095111058641825,1232.634399456943
0.4418863014447898,1492.3523219953574
0.05501815774423141,1091.9437932652795
0.1477687725625522,1187.9406796022415
-0.06939083907360934,963.1804815588143
0.4102941334213136,1459.6544280910596
1.1064291484285802,2180.1541686235805
0.08497340351238984,1122.9474726353235
0.4079026987960269,1457.1792932538879
0.039541563022885605,1075.9255177286866
0.19537698536930825,1237.215179857234
0.32800406201901666,1374.4842041896823
0.35274222605964173,1400.0882039717292
-0.01723257085737189,1017.1642891626201
0.19124737304929895,1232.9410311060244
0.24822261040117177,1291.9104017652128
0.9843037961912744,2053.754429057969
0.2521681553217191,1295.9940407579793
0.03165774965115446,1067.7657708889449
0.4488663160679513,1499.5766371303296
0.5210408066755062,1574.277234909149
0.16195425308471764,1202.6226519426828
0.08107203871383019,1118.9095600688142
